time_delta[ms],accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,battery[V],last_motion[s]
50.01,-384,-453,15883,105,20,-9,0.00,0.00
49.97,-844,77,16133,67,17,-12,0.00,0.00
50.04,-217,-133,16582,8,13,-10,0.00,0.05
49.98,7,172,16575,1,12,-7,0.00,0.10
50.00,105,615,17518,-5,6,-8,0.00,0.15
50.02,775,-237,16395,19,8,-1,0.00,0.20
49.98,3,-688,17072,23,14,-7,0.00,0.25
50.00,271,602,16294,34,16,-6,0.00,0.30
50.07,1042,480,16946,24,7,-3,0.00,0.35
49.95,306,596,16881,1,16,-8,0.00,0.40
49.99,1214,-230,16174,2,17,-5,0.00,0.45
50.01,3055,-262,16981,31,17,-7,0.00,0.50
49.99,1998,620,15379,8,7,-10,0.00,0.55
49.99,2477,1331,16649,-46,6,-13,0.00,0.00
50.03,4020,964,18566,-74,-10,-6,0.00,0.05
49.98,3990,932,16333,-83,6,-8,0.00,0.00
50.00,3046,587,18217,-20,14,-6,0.00,0.05
50.01,3752,-4948,18362,90,43,-9,0.00,0.10
50.00,4738,645,16208,53,45,7,0.00,0.00
49.98,4523,1104,16322,80,3,12,0.00,0.00
50.08,1493,-765,18292,-70,-21,-13,0.00,0.05
49.94,-1563,-61,17618,-197,-41,-29,0.00,0.10
49.99,-1801,-318,16195,-187,-54,-32,0.00,0.15
50.00,-3506,-1418,15537,-78,-37,-27,0.00,0.00
50.01,-1098,-900,16586,15,-13,-22,0.00,0.05
49.98,-541,26,16798,24,-17,-27,0.00,0.10
50.02,-889,45,16342,39,-18,-9,0.00,0.15
49.99,-2776,-72,16647,39,-19,-6,0.00,0.20
49.99,-2396,235,16518,-33,-19,-9,0.00,0.25
50.02,-3005,-162,17264,-102,-27,-16,0.00,0.30
49.99,-2691,202,16564,-140,-28,-19,0.00,0.35
49.99,-1927,-122,16045,-83,-32,-24,0.00,0.40
50.07,-3062,-985,16361,-76,-36,-31,0.00,0.45
49.95,-5335,-966,15683,-156,-42,-46,0.00,0.50
49.98,-5515,-345,15308,-138,-48,-34,0.00,0.55
50.03,-4011,31,15146,-98,-28,-25,0.00,0.60
49.99,-1507,86,16521,-5,-8,-10,0.00,0.65
50.01,-2278,-932,16200,5,14,-15,0.00,0.70
49.99,1615,-1878,16019,-18,40,-17,0.00,0.75
49.98,-2019,92,18357,-100,26,-22,0.00,0.80
50.01,2087,706,17579,126,-26,7,0.00,0.00
50.01,3075,495,16344,213,-24,-7,0.00,0.05
49.98,2640,2136,21361,288,-10,0,0.00,0.10
50.04,875,-493,17113,121,-3,2,0.00,0.00
50.00,-1400,124,17226,92,13,-12,0.00,0.00
49.96,2408,-222,13003,-27,27,-32,0.00,0.05
50.01,675,56,16857,65,-4,-2,0.00,0.00
50.01,386,766,15478,21,9,-12,0.00,0.05
49.98,1131,319,16363,-22,-6,-14,0.00,0.10
50.00,994,87,16599,12,-6,-11,0.00,0.15
50.02,-58,243,17178,20,6,-12,0.00,0.20
49.99,238,-13,16754,27,5,-11,0.00,0.25
49.98,-367,288,17097,41,6,-12,0.00,0.30
50.03,-791,-75,16861,11,11,-13,0.00,0.35
49.99,-79,342,17376,17,-2,-9,0.00,0.40
49.99,-28,249,16914,0,7,-11,0.00,0.45
50.08,-179,-4,16760,15,7,-9,0.00,0.51
49.94,-264,177,16538,-5,0,-9,0.00,0.55
49.98,-547,641,16463,-43,-1,-10,0.00,0.60
50.03,117,166,16896,-44,1,-9,0.00,0.65
49.98,-138,-36,16318,-72,9,-9,0.00,0.70
50.00,-520,166,16418,-81,18,-13,0.00,0.75
50.02,87,174,16312,-46,1,-10,0.00,0.80
49.99,642,823,16664,-28,2,-8,0.00,0.85
49.98,29,-42,16165,-70,26,-19,0.00,0.90
50.03,2095,375,17045,-51,-15,0,0.00,0.95
49.98,1025,-68,16611,-59,15,-11,0.00,1.00
50.00,1086,-146,16322,14,16,-10,0.00,1.05
50.06,1187,490,17760,14,11,-6,0.00,1.10
49.94,1317,797,16816,-83,15,-11,0.00,0.00
49.99,3046,849,16112,-103,14,-12,0.00,0.05
50.02,3533,-552,17747,-79,27,-14,0.00,0.10
50.00,4625,185,17268,-38,49,7,0.00,0.00
49.98,7298,-518,17306,-14,55,-1,0.00,0.05
50.02,5921,-296,16939,-8,11,-15,0.00,0.00
50.01,2239,866,18593,31,1,-11,0.00,0.05
49.97,3136,181,17670,15,-16,-3,0.00,0.10
50.03,-1206,-258,17648,-19,-23,-11,0.00,0.15
49.98,-2734,-254,16760,-58,-42,-17,0.00,0.20
49.99,-1832,408,16840,-73,-34,-11,0.00,0.25
50.07,-1223,242,16667,-56,-34,-10,0.00,0.30
49.94,-1342,-334,16395,-10,-21,-1,0.00,0.35
49.98,-2695,-535,16509,19,-7,0,0.00,0.40
50.02,18,-172,16455,37,-9,5,0.00,0.45
49.99,-284,-75,16504,62,-15,6,0.00,0.50
49.99,-2043,-319,16580,88,21,16,0.00,0.55
50.02,-1795,-279,16482,97,-18,19,0.00,0.60
50.00,-2976,-375,16297,110,-16,27,0.00,0.65
49.99,-4470,-558,16414,110,3,34,0.00,0.70
50.02,-5087,-463,16562,108,0,28,0.00,0.75
49.98,-5690,-861,16145,72,0,25,0.00,0.80
49.99,-4656,-1256,16164,69,-5,26,0.00,0.85
50.07,-2239,-1277,15901,88,-5,15,0.00,0.90
49.94,-1293,-481,17643,76,7,15,0.00,0.95
49.98,-2036,89,16791,-16,3,8,0.00,1.00
50.03,426,1634,17486,10,-8,15,0.00,1.05
49.99,3397,1275,17865,13,-24,9,0.00,1.10
49.98,2220,795,16619,104,-20,14,0.00,1.15
50.03,2097,1338,16572,126,2,10,0.00,1.20
49.99,-1894,4851,18132,122,9,4,0.00,1.25
49.98,-480,-904,14865,15,-5,18,0.00,0.00
50.01,1809,2347,16111,41,-17,17,0.00,0.00
50.00,3493,3610,16305,92,-67,27,0.00,0.05
49.99,1562,2979,17243,29,-43,14,0.00,0.10
50.06,2822,989,14804,-13,-18,9,0.00,0.15
49.94,-99,-1133,16982,-79,13,-5,0.00,0.00
49.98,48,189,16625,-103,-26,1,0.00,0.05
50.03,99,810,16896,-127,-24,-3,0.00,0.10
49.98,255,438,16696,-121,-19,-3,0.00,0.15
50.00,-56,133,16975,-92,-11,0,0.00,0.20
50.02,-32,80,17062,-56,-9,-3,0.00,0.25
50.00,-97,-141,16955,-29,-4,2,0.00,0.30
49.99,-649,-149,17033,-4,1,-1,0.00,0.35
50.02,-720,-140,17072,9,3,3,0.00,0.40
49.98,-1003,-309,16750,-25,10,-5,0.00,0.45
50.00,-838,9,15632,-55,3,-5,0.00,0.50
50.00,-954,-493,16883,-62,23,-7,0.00,0.00
50.08,118,804,16473,-44,3,-2,0.00,0.05
49.94,-13,-320,16392,-69,8,-4,0.00,0.10
49.99,-191,127,15495,-102,1,-3,0.00,0.15
50.02,77,-104,16502,-97,-6,-1,0.00,0.20
49.99,-282,38,16996,-72,5,-3,0.00,0.25
49.99,1468,444,16797,-26,-6,3,0.00,0.30
50.02,1155,77,17227,-12,15,0,0.00,0.35
50.00,1774,412,17202,11,9,-3,0.00,0.40
49.99,1971,603,16589,-20,3,-3,0.00,0.45
50.02,1341,659,17071,-95,3,-4,0.00,0.50
49.99,1261,69,16354,-131,-3,-7,0.00,0.55
49.99,2226,51,17300,-67,-3,-4,0.00,0.60
50.06,2584,-305,17057,-63,11,-9,0.00,0.65
49.95,3036,209,17258,-41,21,-13,0.00,0.70
49.98,2447,1094,14101,-50,-4,-13,0.00,0.75
50.02,3857,1964,16781,-38,-6,-7,0.00,0.00
50.01,3002,1647,16573,-42,-11,-10,0.00,0.05
49.97,4848,2203,17014,-91,-12,-9,0.00,0.10
50.03,3408,384,17811,-125,-22,-19,0.00,0.15
49.99,2170,182,16707,-146,-46,-15,0.00,0.20
49.99,-1615,989,17264,-76,-34,-6,0.00,0.25
50.02,-2030,630,16836,12,-28,6,0.00,0.30
49.98,-2946,154,17106,7,-17,2,0.00,0.35
50.00,-1802,24,17319,-36,-19,2,0.00,0.40
50.07,284,-568,16867,-22,-16,0,0.00,0.45
49.94,-897,-547,16068,30,-6,9,0.00,0.50
49.99,-3003,-675,15955,47,6,6,0.00,0.55
50.02,-2557,-68,17022,21,-2,10,0.00,0.60
50.00,-684,83,16811,14,-9,3,0.00,0.65
49.98,-2029,29,16601,100,-4,15,0.00,0.70
50.03,-3840,-251,16151,223,12,24,0.00,0.75
49.98,-3911,-978,16051,288,21,23,0.00,0.80
50.00,-4541,-44,16433,218,17,18,0.00,0.85
50.02,-4175,-368,16566,147,17,12,0.00,0.90
49.98,-3072,-338,16592,148,15,16,0.00,0.95
49.98,-1453,-685,16367,155,18,16,0.00,1.00
50.08,-1528,-379,17098,138,4,12,0.00,1.05
49.94,-2954,-501,17583,57,8,5,0.00,1.10
49.98,-1049,-180,17116,37,1,6,0.00,1.15
50.03,3019,-242,15943,12,0,11,0.00,1.20
49.99,3144,1673,17666,156,-15,18,0.00,1.25
49.98,125,113,16815,118,5,20,0.00,1.30
50.03,-3,1004,16286,65,-10,10,0.00,1.35
49.99,1084,3038,17997,81,-26,11,0.00,1.40
49.98,1932,-1593,16107,73,-10,9,0.00,0.00
50.03,-782,-2641,17881,-33,48,-10,0.00,0.05
49.98,987,-80,15322,3,-27,13,0.00,0.10
50.00,622,223,16607,-62,-18,5,0.00,0.00
50.07,273,443,16578,-122,-13,2,0.00,0.05
49.94,510,119,16935,-165,-20,0,0.00,0.10
49.99,-725,-547,17153,-181,-7,-5,0.00,0.15
50.02,138,-255,17683,-188,-17,-2,0.00,0.20
50.00,2647,-1053,15649,-128,-69,9,0.00,0.25
853.61,-81,1612,19558,-15,-14,6,0.00,0.00
4.08,14,-129,17004,-73,-2,-3,0.00,0.00
3.89,-71,141,16831,-64,-13,1,0.00,0.00
3.65,-17,1027,17282,-80,-21,2,0.00,0.01
3.79,-438,-938,16685,-91,-5,-1,0.00,0.01
3.69,-1137,1059,17321,-70,-2,-1,0.00,0.02
3.70,-890,-61,16789,-45,22,-3,0.00,0.02
6.00,-962,-93,16975,-65,2,1,0.00,0.02
3.76,150,1037,16913,-90,-8,-1,0.00,0.03
3.63,71,-167,16530,-67,1,-1,0.00,0.03
3.73,-620,-9,16214,9,24,-1,0.00,0.04
56.84,-454,-111,16648,79,26,-2,0.00,0.04
49.98,52,241,16036,85,25,-2,0.00,0.10
49.99,714,585,16751,30,22,-3,0.00,0.15
50.04,1668,505,16781,-6,9,-2,0.00,0.20
49.98,1710,54,16121,5,5,2,0.00,0.25
49.98,1726,-220,16704,28,12,-1,0.00,0.30
50.03,706,391,17019,18,13,-3,0.00,0.35
49.98,998,-130,17711,13,11,-4,0.00,0.40
50.00,2802,334,17026,37,9,-5,0.00,0.45
50.08,3458,1045,16315,52,11,1,0.00,0.50
49.96,2810,289,14813,26,1,-4,0.00,0.55
49.97,4767,1953,15525,71,-6,11,0.00,0.00
50.02,2791,969,16362,85,29,16,0.00,0.05
49.99,3353,1717,15142,53,16,-7,0.00,0.10
49.98,3765,1227,18330,48,-3,4,0.00,0.15
50.02,2255,-159,17815,-19,-9,-6,0.00,0.00
50.00,-1889,91,16838,-77,-20,-11,0.00,0.05
49.98,-3044,342,16692,-96,-26,-5,0.00,0.10
50.02,-2203,274,16875,-115,-36,2,0.00,0.15
49.99,-947,-12,16747,-162,-44,-4,0.00,0.20
49.99,15,-421,16687,-122,-46,-6,0.00,0.25
50.08,-1305,-732,16633,-34,-20,13,0.00,0.30
49.96,-1485,-1221,16060,33,-12,28,0.00,0.35
49.97,-2695,-365,16468,15,-5,28,0.00,0.40
50.02,-1589,348,16582,8,-17,31,0.00,0.45
49.99,-1832,-265,16598,33,-16,33,0.00,0.50
49.98,-2767,-291,16173,99,-5,41,0.00,0.55
50.02,-3445,-369,16897,144,0,42,0.00,0.60
49.99,-4900,-869,16670,102,-1,32,0.00,0.65
49.98,-5019,-727,16246,45,0,16,0.00,0.70
50.03,-3618,-1183,16684,51,-11,15,0.00,0.75
49.99,-3284,-487,16791,28,9,7,0.00,0.80
49.99,-1634,-641,16661,15,6,7,0.00,0.85
50.07,-827,-303,16413,-36,-6,5,0.00,0.90
49.96,-191,508,16931,-95,-29,8,0.00,0.95
49.96,2484,2637,17241,-57,-31,2,0.00,1.00
50.03,1243,3609,16363,23,-48,11,0.00,1.05
49.99,848,1048,16614,-58,-45,10,0.00,1.10
50.00,1953,1424,14917,15,-72,20,0.00,1.15
50.00,-2767,-1324,18738,-156,44,-25,0.00,0.00
50.00,402,-1115,16230,-150,2,-10,0.00,0.00
49.98,839,507,16382,-108,-17,-1,0.00,0.05
50.03,229,533,16327,-74,-21,4,0.00,0.10
49.99,495,958,16872,-62,-12,6,0.00,0.15
49.98,-396,541,16785,0,14,-2,0.00,0.20
50.08,-167,-73,16849,-7,10,4,0.00,0.25
49.96,1466,424,16478,-16,-19,9,0.00,0.30
49.96,265,-117,16498,-13,8,-5,0.00,0.35
50.03,-601,321,16974,-12,11,-7,0.00,0.40
49.98,-157,746,16830,29,0,0,0.00,0.45
49.99,-573,168,16869,2,3,2,0.00,0.50
50.03,-523,1215,17386,16,6,2,0.00,0.55
49.98,-597,39,16191,18,1,-2,0.00,0.60
50.00,-300,-438,16333,25,9,1,0.00,0.65
50.00,-1015,-470,16662,52,23,-5,0.00,0.70
50.02,-228,440,16187,42,15,-3,0.00,0.75
49.99,150,213,16355,-7,14,-2,0.00,0.80
50.00,477,-532,17105,-23,3,0,0.00,0.85
50.08,324,-10,16465,-44,10,-5,0.00,0.90
49.93,1459,389,16390,-43,6,-5,0.00,0.95
49.99,742,640,17318,-63,0,-5,0.00,1.00
50.03,894,131,16875,-38,5,-7,0.00,1.05
50.00,2073,191,16050,32,7,-4,0.00,1.10
49.97,1952,-95,16211,65,18,-6,0.00,1.15
50.04,1038,911,17067,77,20,-5,0.00,1.20
49.98,1083,877,17453,9,19,-8,0.00,1.25
49.99,2929,1053,17053,-24,-2,-3,0.00,1.30
50.02,3943,608,16939,-10,13,-3,0.00,1.35
49.99,4757,2894,19487,25,14,15,0.00,1.40
49.98,2914,2192,16475,34,-25,7,0.00,0.00
50.12,3870,3328,16835,-5,-20,6,0.00,0.00
49.90,3836,197,17491,-68,-11,-6,0.00,0.04
50.00,3977,-613,17061,-70,-13,-7,0.00,0.09
50.01,274,-259,16485,-14,-12,-7,0.00,0.14
50.00,-3962,-550,16982,13,-2,-12,0.00,0.19
49.96,-2452,381,16262,8,-24,-18,0.00,0.24
50.05,-1805,-121,17228,-1,-15,-20,0.00,0.29
49.97,-1164,13,17191,-8,-17,-23,0.00,0.34
50.00,-913,-59,16874,-18,-15,-22,0.00,0.39
50.00,-839,-399,17170,-26,-13,-27,0.00,0.44
50.00,-1164,128,16798,-35,-19,-27,0.00,0.49
49.98,-1623,111,16796,-64,-12,-28,0.00,0.54
50.11,-1565,76,16274,-74,-35,-26,0.00,0.60
49.91,-2435,-229,15821,-70,-43,-25,0.00,0.64
50.00,-2835,-386,16316,-48,-44,-19,0.00,0.69
50.01,-3594,-403,16729,-9,-27,-13,0.00,0.74
50.01,-4165,-670,16606,60,-4,-11,0.00,0.79
49.96,-4417,-891,16195,97,15,-12,0.00,0.84
50.04,-5278,-378,16499,90,9,-9,0.00,0.89
49.98,-2817,-107,16928,31,1,-5,0.00,0.94
50.00,-2878,-304,17599,-57,-1,-5,0.00,0.99
50.02,-2908,-43,16377,0,0,-4,0.00,1.04
50.00,-474,-520,17492,-44,-17,-2,0.00,1.09
49.96,2667,1926,15866,-78,7,6,0.00,1.14
50.11,1226,-599,13491,75,-28,-5,0.00,1.20
49.92,517,-386,15898,90,10,5,0.00,0.00
50.00,-1850,-2663,18479,77,67,-25,0.00,0.05
49.99,-1827,-1624,17814,-69,56,-26,0.00,0.00
50.03,257,300,15153,-26,12,-3,0.00,0.05
49.96,1525,681,17504,3,-13,4,0.00,0.00
50.04,328,714,15924,-12,-4,5,0.00,0.05
49.97,1011,30,15900,-37,3,-5,0.00,0.10
50.00,583,-106,16590,-7,9,-3,0.00,0.15
50.02,439,-137,16713,23,7,-2,0.00,0.20
50.00,660,66,16951,36,4,-2,0.00,0.25
49.98,530,50,17040,30,2,-4,0.00,0.30
50.10,347,191,16894,16,-1,-5,0.00,0.35
49.91,58,103,16618,-12,-2,-5,0.00,0.40
50.01,-291,214,16551,-8,0,-5,0.00,0.45
50.00,-630,96,16566,-21,2,-5,0.00,0.50
50.00,-983,-273,16722,-27,11,-7,0.00,0.55
49.98,-517,338,16997,-18,0,-5,0.00,0.60
50.04,-184,320,16791,-14,4,-1,0.00,0.65
49.97,77,91,16480,0,7,-2,0.00,0.70
50.00,382,-154,16886,21,14,-2,0.00,0.75
49.98,9,-52,16612,22,10,-1,0.00,0.80
50.04,184,-546,16420,33,12,4,0.00,0.85
49.97,556,351,16331,52,19,3,0.00,0.90
50.01,82,-126,17571,53,17,2,0.00,0.95
50.05,1383,464,17787,62,18,3,0.00,1.00
50.00,1723,-447,16451,12,15,3,0.00,1.05
49.94,1529,220,16903,-13,11,6,0.00,1.10
50.05,1454,-210,16206,-49,5,6,0.00,1.15
49.96,1921,-280,17111,-129,-8,4,0.00,1.20
50.02,2059,209,17082,-179,-4,-2,0.00,1.25
50.00,4153,1215,17025,-131,-21,6,0.00,1.30
50.01,4109,-209,17342,-123,105,50,0.00,1.35
49.97,3146,-3189,19157,17,57,-8,0.00,1.40
50.04,4195,-1923,17272,14,73,-6,0.00,0.00
49.98,3038,1673,17391,10,8,-4,0.00,0.05
50.00,4971,861,16035,50,-3,7,0.00,0.10
50.05,3100,-173,16260,57,-10,9,0.00,0.15
49.98,-1979,-559,16476,13,-15,-5,0.00,0.20
49.95,-2889,640,16106,11,-26,-7,0.00,0.25
50.03,-2843,-180,17136,48,-15,1,0.00,0.30
49.98,-1955,-103,16974,10,-18,2,0.00,0.35
50.00,-1220,-69,16425,-27,-16,2,0.00,0.40
50.02,-848,-354,16781,-41,-16,5,0.00,0.45
50.00,-858,-145,16823,-47,-23,11,0.00,0.50
49.97,-45,-4,17018,-51,-39,11,0.00,0.55
50.03,-1388,-78,16814,-124,-14,15,0.00,0.60
49.98,-2455,0,15982,-90,-43,20,0.00,0.65
50.01,-2163,-1231,16453,-11,-22,26,0.00,0.70
40.06,-2096,-882,15777,61,-16,30,0.00,0.75
49.92,-4151,-391,16551,38,-19,38,0.00,0.79
50.00,-6064,-529,16236,-50,-17,33,0.00,0.84
50.02,-5435,-40,16695,-135,-25,32,0.00,0.89
49.99,-4567,-912,16073,-110,-35,38,0.00,0.94
49.99,-2474,-1601,16497,-76,-20,33,0.00,0.99
50.02,-1546,-1184,16649,-18,5,20,0.00,1.04
49.99,-258,-804,16919,-43,-3,18,0.00,1.09
49.99,2540,-1976,18140,-148,-37,20,0.00,1.14
50.02,1256,408,14347,72,15,21,0.00,0.00
50.00,4093,-914,12381,25,-16,16,0.00,0.00
49.98,2491,-1008,15662,85,-2,15,0.00,0.00
50.10,-355,2622,21184,138,18,28,0.00,0.05
49.92,1244,687,14896,31,-13,18,0.00,0.00
50.00,1102,-626,17318,1,10,8,0.00,0.00
50.01,255,-819,15235,53,20,16,0.00,0.05
50.01,-178,-408,16954,60,18,13,0.00,0.00
49.98,1411,545,16788,93,4,20,0.00,0.05
50.03,391,-345,16839,82,29,9,0.00,0.10
49.97,1134,346,16736,109,-2,23,0.00,0.15
50.00,-504,-415,17209,14,17,7,0.00,0.20
50.01,47,-291,16240,8,7,10,0.00,0.25
50.00,337,749,16498,37,-2,12,0.00,0.30
49.98,-198,-364,16889,1,8,9,0.00,0.35
50.08,-18,-168,16840,-15,2,9,0.00,0.40
49.94,-514,-283,16423,-25,6,5,0.00,0.45
49.98,-752,-388,16726,-41,4,1,0.00,0.50
50.02,-916,140,17077,-29,9,-1,0.00,0.55
50.00,-1013,-382,16323,-30,5,-5,0.00,0.60
49.98,-808,211,16597,-47,5,-1,0.00,0.65
50.03,91,714,16729,-35,2,-4,0.00,0.70
49.98,-659,-517,16490,-6,4,0,0.00,0.75
49.99,510,-298,15864,20,2,5,0.00,0.80
50.00,636,101,16154,33,15,0,0.00,0.85
50.03,1174,772,17181,59,19,1,0.00,0.90
49.98,1727,1064,16628,-5,8,2,0.00,0.95
49.99,1928,864,16323,-72,1,4,0.00,1.00
50.08,1223,-401,16816,-82,4,2,0.00,1.05
49.95,1965,-1343,17221,-61,-1,2,0.00,1.10
49.98,1727,1080,16814,-49,-9,4,0.00,1.15
50.03,2536,1057,17899,-33,10,0,0.00,1.20
49.97,5344,1487,16858,23,12,3,0.00,1.25
50.00,6818,1794,14923,91,-18,14,0.00,1.30
50.01,4980,-802,14957,126,18,12,0.00,1.35
50.00,6064,1075,16253,89,26,-1,0.00,0.00
49.97,4330,-2,17327,80,40,2,0.00,0.05
50.04,2660,-260,18771,86,14,7,0.00,0.10
49.97,-442,-803,17216,-16,-8,-5,0.00,0.00
50.01,-2349,-464,16566,-88,-32,-10,0.00,0.05
50.05,-2498,-693,16057,-127,-46,-12,0.00,0.10
49.97,-1556,-14,16869,-108,-42,-4,0.00,0.15
49.97,-1297,-649,16959,-68,-25,-3,0.00,0.20
50.03,-1849,-462,16662,-36,-17,2,0.00,0.25
49.98,-1132,-166,16892,2,-9,10,0.00,0.30
49.99,-1491,-19,16837,-8,-12,15,0.00,0.35
50.02,-527,104,16707,-24,-48,21,0.00,0.40
49.91,-1526,-330,16501,-37,-38,25,0.00,0.45
50.07,-2022,-311,16166,4,-22,36,0.00,0.50
50.03,-2439,-627,16416,49,-12,40,0.00,0.55
49.98,-3763,-788,15981,70,-12,42,0.00,0.60
50.00,-4414,-327,16461,56,-8,40,0.00,0.65
50.07,-5154,-754,16152,9,-3,34,0.00,0.70
49.94,-4682,-1088,15759,1,-15,35,0.00,0.75
49.98,-3187,-1698,15953,28,-6,35,0.00,0.80
50.02,-1708,-1502,16735,29,5,24,0.00,0.85
49.99,-2273,-338,17146,-4,-7,24,0.00,0.90
49.99,302,273,17345,-60,-35,26,0.00,0.95
50.02,1275,-400,16974,-86,-13,19,0.00,1.00
50.00,3842,-2048,14925,43,-56,16,0.00,1.05
50.00,-974,-132,18169,-14,11,15,0.00,0.00
50.01,-478,-682,15192,-21,12,14,0.00,0.00
49.98,1070,1306,15789,14,-11,17,0.00,0.00
50.08,-233,-748,16976,-18,11,12,0.00,0.05
49.94,171,-492,16563,15,10,17,0.00,0.10
49.98,992,585,15721,39,1,19,0.00,0.15
50.00,1009,250,16913,-24,-15,16,0.00,0.20
50.02,516,494,16599,-69,-14,8,0.00,0.25
49.99,321,-236,16531,-88,-11,5,0.00,0.30
49.99,-292,44,16375,-127,-27,4,0.00,0.35
50.02,185,447,17390,-97,-13,4,0.00,0.40
50.00,-299,-412,17296,-28,4,5,0.00,0.45
49.98,-90,365,17302,-16,-6,12,0.00,0.50
50.03,750,-697,15972,13,-4,14,0.00,0.55
49.98,-194,115,16824,55,1,14,0.00,0.60
50.00,-935,-109,16621,38,16,5,0.00,0.65
50.07,-703,244,16359,58,17,8,0.00,0.70
49.94,-867,-53,16179,64,27,8,0.00,0.75
49.98,-196,-180,16418,66,22,4,0.00,0.80
50.03,1058,444,16223,70,20,8,0.00,0.85
49.98,716,-357,16141,81,40,6,0.00,0.90
50.00,229,23,16641,85,39,1,0.00,0.95
50.02,417,950,16825,83,30,4,0.00,1.00
49.99,1374,488,16410,28,13,-1,0.00,1.05
49.99,1994,140,16893,-5,7,-3,0.00,1.10
50.02,1659,-72,17026,-13,7,-3,0.00,1.15
49.98,1364,634,16739,-41,-9,-3,0.00,1.20
49.99,828,732,17469,-102,-12,-10,0.00,1.25
50.07,2093,353,16797,-93,-12,-4,0.00,1.30
49.95,1366,460,16953,-84,-14,-6,0.00,1.35
49.98,3219,249,16931,-84,-23,-3,0.00,1.40
50.02,3400,732,17588,-64,-9,-3,0.00,1.45
50.00,3334,1817,18576,14,-2,12,0.00,1.50
49.98,4150,-396,17487,102,33,15,0.00,0.00
50.03,2670,-124,16803,219,63,17,0.00,0.05
49.99,3919,1341,17075,283,77,29,0.00,0.10
49.98,4185,1359,17465,331,93,51,0.00,0.15
50.03,-616,2531,19885,349,87,30,0.00,0.20
49.98,-4,1884,15105,201,15,13,0.00,0.00
50.00,-2586,-1776,16277,4,-4,-10,0.00,0.00
50.06,-2446,-869,15912,-94,-44,-12,0.00,0.05
49.96,-1143,-794,16206,-156,-56,-23,0.00,0.10
49.97,-534,-40,17361,-172,-58,-19,0.00,0.15
50.03,-1622,-126,16994,-172,-71,-11,0.00,0.20
49.98,-2870,-337,16287,-170,-55,-9,0.00,0.25
50.00,-2618,-880,16816,-104,-33,4,0.00,0.30
50.02,-2278,-752,16989,19,-13,14,0.00,0.35
50.00,-2178,-349,16222,94,3,16,0.00,0.40
49.98,-2469,-857,15522,78,-1,15,0.00,0.45
50.03,-2973,-1072,15800,65,-1,12,0.00,0.50
49.98,-4199,-778,16070,49,-2,5,0.00,0.55
49.99,-3227,-385,16198,6,-14,3,0.00,0.60
50.08,-3461,-896,16287,-17,-5,-5,0.00,0.65
49.94,-1970,-529,16482,-52,-18,-8,0.00,0.70
49.98,-1826,-622,16710,-111,-21,-10,0.00,0.75
50.02,-1792,185,17181,-94,-30,-6,0.00,0.80
50.00,688,2117,16680,25,-20,3,0.00,0.85
49.98,2463,325,13246,181,-7,-43,0.00,0.90
50.03,323,-648,19175,94,46,-1,0.00,0.00
50.00,-1636,-561,12479,-50,72,-60,0.00,0.00
49.98,114,127,16921,-34,-20,6,0.00,0.00
50.01,-483,79,17546,14,13,2,0.00,0.00
50.01,-31,172,17072,58,29,4,0.00,0.00
49.98,2032,2253,16534,82,-21,19,0.00,0.05
50.06,838,-688,16705,34,16,3,0.00,0.10
49.96,367,-262,15984,4,4,4,0.00,0.15
49.98,697,454,16914,-15,-4,2,0.00,0.20
50.02,650,4,16323,-64,-10,-7,0.00,0.25
49.98,143,1183,17392,-25,-28,5,0.00,0.30
50.00,-166,233,17523,-65,-7,-4,0.00,0.35
50.02,1782,1799,16685,-50,-44,4,0.00,0.40
49.98,-257,372,16788,-83,-15,-6,0.00,0.45
50.00,-417,-745,17313,-98,-5,-8,0.00,0.50
50.02,-31,-317,16640,-87,-35,-1,0.00,0.55
49.98,-5076,2096,20500,-19,53,-1,0.00,0.60
50.00,1007,-537,15101,35,-13,14,0.00,0.00
50.06,-705,-1671,16149,-49,13,-4,0.00,0.00
49.96,209,-459,17091,-35,-11,3,0.00,0.05
49.98,882,383,16296,-78,-32,3,0.00,0.10
50.02,-568,-371,16857,-80,-27,2,0.00,0.15
50.00,1155,445,15561,-81,-23,2,0.00,0.20
49.98,-588,288,16705,-111,-7,-3,0.00,0.25
50.03,-63,794,16845,-92,-20,-1,0.00,0.30
49.98,95,671,16309,-63,-6,-3,0.00,0.35
50.00,847,633,17071,23,7,3,0.00,0.40
50.02,762,286,16936,72,27,0,0.00,0.45
49.99,1362,215,15985,45,9,1,0.00,0.50
49.99,1654,-390,16691,36,20,-2,0.00,0.55
49.99,1543,-244,15244,50,26,1,0.00,0.60
50.07,1561,807,16538,40,21,0,0.00,0.00
49.96,2193,768,16480,-1,14,0,0.00,0.05
49.98,2817,2033,16603,-80,-10,-3,0.00,0.10
50.02,4496,374,14893,-129,-20,-2,0.00,0.15
49.99,4399,1340,15996,-143,44,29,0.00,0.20
49.99,3189,1459,17341,-212,-14,-32,0.00,0.25
50.01,8466,-1075,16339,-120,-69,-1,0.00,0.00
50.00,3985,-385,17180,-103,-34,-13,0.00,0.00
50.00,2861,-378,19548,-109,-24,-19,0.00,0.05
49.98,182,610,16929,-109,-56,-9,0.00,0.00
